41,427
407,41752
780,149233
380,36540
496,58985
930,214957
927,212851
631,97566
192,9370
937,219292
52,674
852,177560
951,224820
350,31031
42,455
577,81395
841,174146
743,136987
84,1719
138,4707
160,6380
690,116514
114,3051
348,30623
170,7242
239,14655
44,513
924,212044
799,156713
900,199748
895,197132
592,85661
404,40912
481,56305
34,310
413,42687
619,94353
741,135805
395,39655
557,75639
310,24721
582,82567
909,203558
381,36609
407,41752
780,149233
380,36540
496,58985
930,214957
927,212851
631,97566
192,9370
937,219292
52,674
852,177560
951,224820
350,31031
42,455
577,81395
841,174146
743,136987
84,1719
138,4707
160,6380
690,116514
114,3051
348,29793
904,198348
329,27299
951,218491
642,101907
102,2355
569,83491
647,103242
999,238908
711,123234
473,58058
793,154504
202,9702
562,80630
635,100236
728,129874
379,36159
378,35879
646,103221
776,148052
807,159370
618,96511
188,8405
894,194490
665,109019
205,10087
943,216821
631,99568
777,148240
763,142315
297,21905
928,209465
557,79010
848,175621
